path,bytes,words,title,h1,description,canonical,refresh,in_sitemap
pererobka-pet.html,13862,1021,Як передають PET на переробку — Довідник YOURECO,Як передають PET на переробку,"Переробка PET (поліетилентерефталату): якість сировини, підготовка, типові вимоги до збору та документи для підприємств.",https://guide.youreco.com.ua/pererobka-pet.html,,no
pererobka-plastykovoyi-upakovky.html,10302,528,Як передають на переробку пластикову упаковку — Довідник YOURECO,Як передають на переробку пластикову упаковку,"Переробка пластикової упаковки: що приймають, як організувати збір, вивезення та які документи потрібні підприємствам.",https://guide.youreco.com.ua/pererobka-plastykovoyi-upakovky.html,,no
pererobka-polietylenu.html,10063,513,Як передають на переробку поліетилен — Довідник YOURECO,Як передають на переробку поліетилен,"Переробка поліетилену: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",https://guide.youreco.com.ua/pererobka-polietylenu.html,,no
pererobka-polipropylenu.html,10292,537,Як передають на переробку поліпропілен — Довідник YOURECO,Як передають на переробку поліпропілен,"Переробка поліпропілену: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",https://guide.youreco.com.ua/pererobka-polipropylenu.html,,no
pererobka-polistyrolu.html,14074,1022,Як передають на переробку полістирол — Довідник YOURECO,Як передають на переробку полістирол,"Переробка полістиролу (PS): які види приймають, що робити з пінопластом, підготовка партій та документи для бізнесу.",https://guide.youreco.com.ua/pererobka-polistyrolu.html,,no
pererobka-shyn.html,9905,541,Як передають шини на переробку — Довідник YOURECO,Як передають шини на переробку,"Практичний гайд для бізнесу про «переробку шин»: класифікація шин/гуми, зберігання, підготовка до вивезення, маршрути переробки та документи.",https://guide.youreco.com.ua/pererobka-shyn.html,,no
pererobka-vidpracovanyh-masel.html,12782,821,Переробка відпрацьованих олив | YOURECO,Як передають відпрацьовані оливи на переробку або регенерацію,"Переробка і регенерація відпрацьованих олив: безпечне зберігання, збір, передача, логістика та документи для підприємств.",https://guide.youreco.com.ua/pererobka-vidpracovanyh-masel.html,,no
plastyk-yak-vtorynna-syrovyna.html,7657,457,Пластик як вторинна сировина — Довідник YOURECO,Пластик як вторинна сировина,"Гайд для підприємств про «пластик як вторинна сировина»: види полімерів, сортування, зберігання, підготовка до переробки, логістика та підтверджуючі документи.",https://guide.youreco.com.ua/plastyk-yak-vtorynna-syrovyna.html,,no
plastykovi-vidhody.html,12090,930,Пластикові відходи — Довідник YOURECO,Пластикові відходи,"Гайд для підприємств про «пластикові відходи»: види полімерів, сортування, зберігання, підготовка до переробки, логістика та підтверджуючі документи.",https://guide.youreco.com.ua/plastykovi-vidhody.html,,no
podribnennya-shyn-gumova-kryshka.html,7688,468,Подрібнення шин та гумова крихта — Довідник YOURECO,Подрібнення шин та гумова крихта,"Подрібнення шин: як отримують гумову крихту, де вона використовується, і що важливо знати підприємству при передачі шин.",https://guide.youreco.com.ua/podribnennya-shyn-gumova-kryshka.html,,no
promyslovi-vidhody-na-pidpryyemstvi.html,8769,505,Промислові відходи на підприємстві | YOURECO,Промислові відходи на підприємстві: облік і правила,"Промислові відходи на підприємстві: облік, правила зберігання, збір, вивезення та документи для передачі.",https://guide.youreco.com.ua/promyslovi-vidhody-na-pidpryyemstvi.html,,no
promyslovi-vidhody.html,16506,1233,Промислові відходи — Довідник YOURECO,Промислові відходи,"Промислові відходи: види, приклади, вимоги до збирання й зберігання, вивезення, утилізація, переробка та документи.",https://guide.youreco.com.ua/promyslovi-vidhody.html,,no
pryjom-kabelyu-na-utylizaciyu.html,8302,470,Приймання кабелю на утилізацію — Довідник YOURECO,Приймання кабелю на утилізацію,"Приймання кабелю на утилізацію: які види кабелю приймають, як підготувати партію та які документи потрібні для підприємств.",https://guide.youreco.com.ua/pryjom-kabelyu-na-utylizaciyu.html,,no
public/404.html,3709,64,Сторінку не знайдено | YOURECO Довідник,Сторінку не знайдено,"Сторінку не знайдено. Перейдіть на головну сторінку YOURECO Довідника або оберіть основний розділ про утилізацію, переробку, сортування, логістику чи документи.",https://guide.youreco.com.ua/404.html,,no
public/articles/index.html,5004,196,Перенаправлення до головної сторінки — YOURECO,Перенаправлення до головної сторінки,"Службова сторінка перенаправляє до головної сторінки довідника YOURECO з основними розділами про утилізацію, переробку й документи.",https://guide.youreco.com.ua/,0; url=/,no
public/dokumenty-dlya-utylizaciyi-vidhodiv.html,8128,485,Службова сторінка: документи для утилізації відходів | YOURECO,Документи для утилізації відходів,"Довідка для підприємств про «документи для утилізації відходів»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",https://guide.youreco.com.ua/dokumenty-dlya-utylizaciyi-vidhodiv.html,,no
public/kontakty.html,10124,356,Контакти — Довідник YOURECO,"Контакти
             довідник YOURECO","Контакти YOURECO: телефони, email, месенджери, адреса офісу та виробничі майданчики. Коротка довідка про компанію та реквізити.",https://guide.youreco.com.ua/kontakty.html,,no
public/kudy-zdaty-avtoshyn.html,3841,129,Куди здати автошини — Довідник YOURECO,Куди здати автошини,"Практичний гайд про те, куди здати автошини, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-avtoshyn.html,0; url=/utylizaciya-avtoshyn.html,no
public/kudy-zdaty-budivelnyh-vidhodiv.html,4217,140,Куди здати будівельні відходи — Довідник YOURECO,Куди здати будівельні відходи,"Практичний гайд про те, куди здати будівельні відходи, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-budivelnyh-vidhodiv.html,0; url=/utylizaciya-budivelnyh-vidhodiv.html,no
public/kudy-zdaty-derevyny-z-budivnyctva.html,4226,138,Куди здати деревину з будівництва — Довідник YOURECO,Куди здати деревину з будівництва,"Практичний гайд про те, куди здати деревину з будівництва, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-derevyny-z-budivnyctva.html,0; url=/utylizaciya-derevyny-z-budivnyctva.html,no
public/kudy-zdaty-dokumentiv.html,4086,136,Куди здати документи — Довідник YOURECO,Куди здати документи,"Практичний гайд про те, куди здати документи, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-dokumentiv.html,0; url=/utylizaciya-dokumentiv.html,no
public/kudy-zdaty-energetychnyh-napoyiv.html,4221,145,Куди здати енергетичні напої — Довідник YOURECO,Куди здати енергетичні напої,"Практичний гайд про те, куди здати енергетичні напої, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-energetychnyh-napoyiv.html,0; url=/utylizaciya-energetychnyh-napoyiv.html,no
public/kudy-zdaty-fruktiv-ta-ovochiv.html,4120,142,Куди здати фрукти та овочі — Довідник YOURECO,Куди здати фрукти та овочі,"Практичний гайд про те, куди здати фрукти та овочі, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-fruktiv-ta-ovochiv.html,0; url=/utylizaciya-fruktiv-ta-ovochiv.html,no
public/kudy-zdaty-fruktiv.html,3934,135,Куди здати фрукти — Довідник YOURECO,Куди здати фрукти,"Практичний гайд про те, куди здати фрукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-fruktiv.html,0; url=/utylizaciya-fruktiv.html,no
public/kudy-zdaty-gazovanyh-napoyiv.html,4095,137,Куди здати газовані напої — Довідник YOURECO,Куди здати газовані напої,"Практичний гайд про те, куди здати газовані напої, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-gazovanyh-napoyiv.html,0; url=/utylizaciya-gazovanyh-napoyiv.html,no
public/kudy-zdaty-gipsokartonu.html,4171,139,Перенаправлення... — Довідник YOURECO,Перенаправлення...,"Службова сторінка перенаправлення для запиту щодо гіпсокартону: веде на канонічну сторінку утилізації, містить noindex і не входить до sitemap.",https://guide.youreco.com.ua/utylizaciya-gipsokartonu.html,0; url=/utylizaciya-gipsokartonu.html,no
public/kudy-zdaty-harchovyh-produktiv.html,4275,148,Куди здати харчові продукти — Довідник YOURECO,Куди здати харчові продукти,"Практичний гайд про те, куди здати харчові продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-harchovyh-produktiv.html,0; url=/utylizaciya-harchovyh-produktiv.html,no
public/kudy-zdaty-kabelyu-ta-drotiv.html,4246,153,Куди здати кабель та дроти — Довідник YOURECO,Куди здати кабель та дроти,"Практичний гайд про те, куди здати кабель та дроти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-kabelyu-ta-drotiv.html,0; url=/utylizaciya-kabelyu-ta-drotiv.html,no
public/kudy-zdaty-kondyterskyh-vyrobiv.html,4312,149,Куди здати кондитерські вироби — Довідник YOURECO,Куди здати кондитерські вироби,"Практичний гайд про те, куди здати кондитерські вироби, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-kondyterskyh-vyrobiv.html,0; url=/utylizaciya-kondyterskyh-vyrobiv.html,no
public/kudy-zdaty-konserviv.html,4100,151,Куди здати консерви — Довідник YOURECO,Куди здати консерви,"Практичний гайд про те, куди здати консерви, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-konserviv.html,0; url=/utylizaciya-konserviv.html,no
public/kudy-zdaty-kosmetiki.html,4240,146,Редирект: косметика kosmetiki | YOURECO,Перенаправлення із застарілої адреси,Службова сторінка для альтернативної адреси kosmetiki перенаправляє на матеріал про утилізацію косметики.,https://guide.youreco.com.ua/utylizaciya-kosmetyky.html,0; url=/utylizaciya-kosmetyky.html,no
public/kudy-zdaty-kosmetyky-magazyniv.html,4316,153,Куди здати косметику з магазинів — Довідник YOURECO,Куди здати косметику з магазинів,"Практичний гайд про те, куди здати косметику з магазинів, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-kosmetyky-magazyniv.html,0; url=/utylizaciya-kosmetyky-magazyniv.html,no
public/kudy-zdaty-kosmetyky.html,4223,144,Редирект: косметика kosmetyky | YOURECO,Перенаправлення із застарілої адреси,Службова сторінка для української транслітерації kosmetyky перенаправляє на матеріал про утилізацію косметики.,https://guide.youreco.com.ua/utylizaciya-kosmetyky.html,0; url=/utylizaciya-kosmetyky.html,no
public/kudy-zdaty-li-ion-batarej.html,4158,156,Куди здати Li-ion батареї — Довідник YOURECO,Куди здати Li-ion батареї,"Практичний гайд про те, куди здати Li-ion батареї, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-li-ion-batarej.html,0; url=/utylizaciya-li-ion-batarej.html,no
public/kudy-zdaty-materialiv.html,4155,146,Куди здати матеріали — Довідник YOURECO,Куди здати матеріали,"Практичний гайд про те, куди здати матеріали, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-materialiv.html,0; url=/utylizaciya-materialiv.html,no
public/kudy-zdaty-metalevoyi-strushky.html,4292,149,Куди здати металеву стружку — Довідник YOURECO,Куди здати металеву стружку,"Практичний гайд про те, куди здати металеву стружку, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-metalevoyi-strushky.html,0; url=/utylizaciya-metalevoyi-strushky.html,no
public/kudy-zdaty-metalu.html,4037,142,Куди здати метал — Довідник YOURECO,Куди здати метал,"Практичний гайд про те, куди здати метал, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-metalu.html,0; url=/utylizaciya-metalu.html,no
public/kudy-zdaty-molochnyh-produktiv.html,4272,149,Куди здати молочні продукти — Довідник YOURECO,Куди здати молочні продукти,"Практичний гайд про те, куди здати молочні продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-molochnyh-produktiv.html,0; url=/utylizaciya-molochnyh-produktiv.html,no
public/kudy-zdaty-myasnyh-produktiv.html,4274,151,Куди здати м’ясні продукти — Довідник YOURECO,Куди здати м’ясні продукти,"Практичний гайд про те, куди здати м’ясні продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-myasnyh-produktiv.html,0; url=/utylizaciya-myasnyh-produktiv.html,no
public/kudy-zdaty-napivfabrykatyv.html,4222,144,Куди здати напівфабрикати — Довідник YOURECO,Куди здати напівфабрикати,"Практичний гайд про те, куди здати напівфабрикати, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-napivfabrykatyv.html,0; url=/utylizaciya-napivfabrykatyv.html,no
public/kudy-zdaty-napoyiv.html,4008,138,Куди здати напої — Довідник YOURECO,Куди здати напої,"Практичний гайд про те, куди здати напої, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-napoyiv.html,0; url=/utylizaciya-napoyiv.html,no
public/kudy-zdaty-nekondicijnoyi-sirovini.html,4354,142,Куди здати некондиційну сировину — Довідник YOURECO,Куди здати некондиційну сировину,"Практичний гайд про те, куди здати некондиційну сировину, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-nekondicijnoyi-sirovini.html,0; url=/utylizaciya-nekondicijnoyi-sirovini.html,no
public/kudy-zdaty-nekondyciynoyi-produkciyi.html,4385,144,Куди здати некондиційну продукцію — Довідник YOURECO,Куди здати некондиційну продукцію,"Практичний гайд про те, куди здати некондиційну продукцію, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-nekondyciynoyi-produkciyi.html,0; url=/utylizaciya-nekondyciynoyi-produkciyi.html,no
public/kudy-zdaty-obladnannya.html,4095,134,Куди здати обладнання — Довідник YOURECO,Куди здати обладнання,"Практичний гайд про те, куди здати обладнання, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-obladnannya.html,0; url=/utylizaciya-obladnannya.html,no
public/kudy-zdaty-odyagu-vzuttya.html,4192,157,Куди здати одяг та взуття — Довідник YOURECO,Куди здати одяг та взуття,"Практичний гайд про те, куди здати одяг та взуття, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-odyagu-vzuttya.html,0; url=/utylizaciya-odyagu-vzuttya.html,no
public/kudy-zdaty-ofisnih-mebliv-orgtehniki.html,4482,152,Куди здати офісні меблі та оргтехніку — Довідник YOURECO,Куди здати офісні меблі та оргтехніку,"Практичний гайд про те, куди здати офісні меблі та оргтехніку, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-ofisnih-mebliv-orgtehniki.html,0; url=/utylizaciya-ofisnih-mebliv-orgtehniki.html,no
public/kudy-zdaty-ovochiv.html,3947,133,Куди здати овочі — Довідник YOURECO,Куди здати овочі,"Практичний гайд про те, куди здати овочі, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-ovochiv.html,0; url=/utylizaciya-ovochiv.html,no
public/kudy-zdaty-paperu-ta-kartonu.html,4169,149,Куди здати папір та картон — Довідник YOURECO,Куди здати папір та картон,"Практичний гайд про те, куди здати папір та картон, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-paperu-ta-kartonu.html,0; url=/utylizaciya-paperu-ta-kartonu.html,no
public/kudy-zdaty-parfumeriyi.html,4054,137,Куди здати парфумерію — Довідник YOURECO,Куди здати парфумерію,"Практичний гайд про те, куди здати парфумерію, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-parfumeriyi.html,0; url=/utylizaciya-parfumeriyi.html,no
public/kudy-zdaty-partiyi-produktiv.html,4212,140,Куди здати партії продуктів — Довідник YOURECO,Куди здати партії продуктів,"Практичний гайд про те, куди здати партії продуктів, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-partiyi-produktiv.html,0; url=/utylizaciya-partiyi-produktiv.html,no
public/kudy-zdaty-paverbankiv-dbj.html,4514,153,Куди здати павербанки та ДБЖ — Довідник YOURECO,Куди здати павербанки та ДБЖ,"Практичний гайд про те, куди здати павербанки та ДБЖ, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-paverbankiv-dbj.html,0; url=/utylizaciya-paverbankiv-dbj.html,no
public/kudy-zdaty-plastyku-ta-polimeriv.html,4253,147,Куди здати пластик та полімери — Довідник YOURECO,Куди здати пластик та полімери,"Практичний гайд про те, куди здати пластик та полімери, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-plastyku-ta-polimeriv.html,0; url=/utylizaciya-plastyku-ta-polimeriv.html,no
public/kudy-zdaty-produktiv-harchuvannya-napoyiv.html,4414,147,Куди здати продукти харчування та напої — Довідник YOURECO,Куди здати продукти харчування та напої,"Практичний гайд про те, куди здати продукти харчування та напої, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-produktiv-harchuvannya-napoyiv.html,0; url=/utylizaciya-produktiv-harchuvannya-napoyiv.html,no
public/kudy-zdaty-produktiv-na-skladi.html,4160,137,Куди здати продукти на складі — Довідник YOURECO,Куди здати продукти на складі,"Практичний гайд про те, куди здати продукти на складі, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-produktiv-na-skladi.html,0; url=/utylizaciya-produktiv-na-skladi.html,no
public/kudy-zdaty-promyslovogo-obladnannya-mehanizmiv.html,4579,150,Куди здати промислове обладнання та механізми — Довідник YOURECO,Куди здати промислове обладнання та механізми,"Практичний гайд про те, куди здати промислове обладнання та механізми, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-promyslovogo-obladnannya-mehanizmiv.html,0; url=/utylizaciya-promyslovogo-obladnannya-mehanizmiv.html,no
public/kudy-zdaty-promyslovyh-vidhodiv.html,4313,149,Куди здати промислові відходи — Довідник YOURECO,Куди здати промислові відходи,"Практичний гайд про те, куди здати промислові відходи, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-promyslovyh-vidhodiv.html,0; url=/utylizaciya-promyslovyh-vidhodiv.html,no
public/kudy-zdaty-prostrochenoyi-kosmetyky.html,4363,153,Куди здати прострочену косметику — Довідник YOURECO,Куди здати прострочену косметику,"Практичний гайд про те, куди здати прострочену косметику, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-prostrochenoyi-kosmetyky.html,0; url=/utylizaciya-prostrochenoyi-kosmetyky.html,no
public/kudy-zdaty-prostrochenyh-produktiv.html,4330,151,Куди здати прострочені продукти — Довідник YOURECO,Куди здати прострочені продукти,"Практичний гайд про те, куди здати прострочені продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-prostrochenyh-produktiv.html,0; url=/utylizaciya-prostrochenyh-produktiv.html,no
public/kudy-zdaty-pyva.html,4005,149,Куди здати пиво — Довідник YOURECO,Куди здати пиво,"Практичний гайд про те, куди здати пиво, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-pyva.html,0; url=/utylizaciya-pyva.html,no
public/kudy-zdaty-rybnyh-produktiv.html,4224,148,Куди здати рибні продукти — Довідник YOURECO,Куди здати рибні продукти,"Практичний гайд про те, куди здати рибні продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-rybnyh-produktiv.html,0; url=/utylizaciya-rybnyh-produktiv.html,no
public/kudy-zdaty-shin.html,4100,149,Редирект: куди здати шин | YOURECO,Перенаправлення із застарілої адреси,Службова сторінка для варіанта адреси «kudy-zdaty-shin» перенаправляє на матеріал про утилізацію шин.,https://guide.youreco.com.ua/utylizaciya-shyn.html,0; url=/utylizaciya-shyn.html,no
public/kudy-zdaty-shyn-pidpryyemstvamy.html,4179,145,Куди підприємствам здати шини — Довідник YOURECO,Куди підприємствам здати шини,"Практичний гайд про те, куди підприємствам здати шини, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-shyn-pidpryyemstvamy.html,0; url=/utylizaciya-shyn-pidpryyemstvamy.html,no
public/kudy-zdaty-shyn.html,4071,146,Редирект: куди здати шини | YOURECO,Перенаправлення із застарілої адреси,Службова сторінка для варіанта адреси «kudy-zdaty-shyn» перенаправляє на матеріал про утилізацію шин.,https://guide.youreco.com.ua/utylizaciya-shyn.html,0; url=/utylizaciya-shyn.html,no
public/kudy-zdaty-shyny.html,4078,148,Редирект: утилізація шин | YOURECO,Перенаправлення із застарілої адреси,Службова сторінка для варіанта адреси «kudy-zdaty-shyny» перенаправляє на матеріал про утилізацію шин.,https://guide.youreco.com.ua/utylizaciya-shyn.html,0; url=/utylizaciya-shyn.html,no
public/kudy-zdaty-skla.html,4001,151,Куди здати скло — Довідник YOURECO,Куди здати скло,"Практичний гайд про те, куди здати скло, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-skla.html,0; url=/utylizaciya-skla.html,no
public/kudy-zdaty-skladskyh-zalyshkiv-kosmetyky.html,4439,149,Куди здати складські залишки косметики — Довідник YOURECO,Куди здати складські залишки косметики,"Практичний гайд про те, куди здати складські залишки косметики, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-skladskyh-zalyshkiv-kosmetyky.html,0; url=/utylizaciya-skladskyh-zalyshkiv-kosmetyky.html,no
public/kudy-zdaty-skladskyh-zalyshkiv.html,4223,149,Куди здати складські залишки — Довідник YOURECO,Куди здати складські залишки,"Практичний гайд про те, куди здати складські залишки, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-skladskyh-zalyshkiv.html,0; url=/utylizaciya-skladskyh-zalyshkiv.html,no
public/kudy-zdaty-sokiv-ta-napoyiv.html,4183,156,Куди здати соки та напої — Довідник YOURECO,Куди здати соки та напої,"Практичний гайд про те, куди здати соки та напої, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-sokiv-ta-napoyiv.html,0; url=/utylizaciya-sokiv-ta-napoyiv.html,no
public/kudy-zdaty-sokiv.html,3995,147,Куди здати соки — Довідник YOURECO,Куди здати соки,"Практичний гайд про те, куди здати соки, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-sokiv.html,0; url=/utylizaciya-sokiv.html,no
public/kudy-zdaty-sonyachnih-panelij-vitryakiv.html,4422,160,Куди здати сонячні панелі та вітряки — Довідник YOURECO,Куди здати сонячні панелі та вітряки,"Практичний гайд про те, куди здати сонячні панелі та вітряки, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-sonyachnih-panelij-vitryakiv.html,0; url=/utylizaciya-sonyachnih-panelij-vitryakiv.html,no
public/kudy-zdaty-tary-upakovki.html,4192,154,Куди здати тару та упаковку — Довідник YOURECO,Куди здати тару та упаковку,"Практичний гайд про те, куди здати тару та упаковку, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-tary-upakovki.html,0; url=/utylizaciya-tary-upakovki.html,no
public/kudy-zdaty-tovariv.html,4081,148,Куди здати товари — Довідник YOURECO,Куди здати товари,"Практичний гайд про те, куди здати товари, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-tovariv.html,0; url=/utylizaciya-tovariv.html,no
public/kudy-zdaty-tovary-pid-mitnim-kontrolem.html,4477,159,Куди здати товари під митним контролем — Довідник YOURECO,Куди здати товари під митним контролем,"Практичний гайд про те, куди здати товари під митним контролем, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-tovary-pid-mitnim-kontrolem.html,0; url=/utylizaciya-tovary-pid-mitnim-kontrolem.html,no
public/kudy-zdaty-upakovky-na-pidpryyemstvi.html,4441,162,Куди здати упаковку на підприємстві — Довідник YOURECO,Куди здати упаковку на підприємстві,"Практичний гайд про те, куди здати упаковку на підприємстві, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-upakovky-na-pidpryyemstvi.html,0; url=/utylizaciya-upakovky-na-pidpryyemstvi.html,no
public/kudy-zdaty-upakovky-vid-kosmetyky.html,4279,152,Куди здати упаковку від косметики — Довідник YOURECO,Куди здати упаковку від косметики,"Практичний гайд про те, куди здати упаковку від косметики, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-upakovky-vid-kosmetyky.html,0; url=/utylizaciya-upakovky-vid-kosmetyky.html,no
public/kudy-zdaty-vantazhnyh-shyn.html,4102,147,Куди здати вантажні шини — Довідник YOURECO,Куди здати вантажні шини,"Практичний гайд про те, куди здати вантажні шини, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-vantazhnyh-shyn.html,0; url=/utylizaciya-vantazhnyh-shyn.html,no
public/kudy-zdaty-vidpracovane-maslo.html,4308,155,Перенаправлення до утилізації оливи — YOURECO,Перенаправлення до утилізації оливи,Службова noindex-сторінка перенаправляє на основний матеріал про утилізацію відпрацьованої оливи для підприємств.,https://guide.youreco.com.ua/utylizaciya-vidpracovanoi-olyvy.html,0; url=/utylizaciya-vidpracovanoi-olyvy.html,no
public/kudy-zdaty-vidpracovanoi-olyvy.html,4305,161,Перенаправлення до сторінки про оливу — YOURECO,Перенаправлення до сторінки про оливу,Службова noindex-сторінка перенаправляє на канонічний довідник про збір та утилізацію відпрацьованої оливи.,https://guide.youreco.com.ua/utylizaciya-vidpracovanoi-olyvy.html,0; url=/utylizaciya-vidpracovanoi-olyvy.html,no
public/kudy-zdaty-vidpracovanyh-masel.html,4373,162,Куди здати відпрацьовані оливи — Довідник YOURECO,Куди здати відпрацьовані оливи,"Практичний гайд про те, куди здати відпрацьовані оливи, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-vidpracovanyh-masel.html,0; url=/utylizaciya-vidpracovanyh-masel.html,no
public/kudy-zdaty-vody.html,4083,159,Куди здати воду — Довідник YOURECO,Куди здати воду,"Практичний гайд про те, куди здати воду, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-vody.html,0; url=/utylizaciya-vody.html,no
public/kudy-zdaty-vyrobnychyh-vidhodiv.html,4351,158,Куди здати виробничі відходи — Довідник YOURECO,Куди здати виробничі відходи,"Практичний гайд про те, куди здати виробничі відходи, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-vyrobnychyh-vidhodiv.html,0; url=/utylizaciya-vyrobnychyh-vidhodiv.html,no
public/kudy-zdaty-yagid.html,4114,158,Куди здати ягоди — Довідник YOURECO,Куди здати ягоди,"Практичний гайд про те, куди здати ягоди, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-yagid.html,0; url=/utylizaciya-yagid.html,no
public/kudy-zdaty-zamorozhenyh-produktiv.html,4425,158,Куди здати заморожені продукти — Довідник YOURECO,Куди здати заморожені продукти,"Практичний гайд про те, куди здати заморожені продукти, як підготувати передачу, які документи потрібні та на що звернути увагу.",https://guide.youreco.com.ua/utylizaciya-zamorozhenyh-produktiv.html,0; url=/utylizaciya-zamorozhenyh-produktiv.html,no
